subset,unit_number,last_observed_cycle,actual_rul,predicted_rul,engine_id,prediction_error,risk_level,actual_risk_level,risk_match,recommended_action
FD004,59,37,154,121.10964,FD004-59,-32.890357971191406,low,low,True,normal monitoring
FD002,59,22,178,121.20578,FD002-59,-56.794219970703125,low,low,True,normal monitoring
FD002,113,45,151,121.2149,FD002-113,-29.78510284423828,low,low,True,normal monitoring
FD004,11,82,143,121.23211,FD004-11,-21.76789093017578,low,low,True,normal monitoring
FD002,23,49,142,121.2747,FD002-23,-20.725303649902344,low,low,True,normal monitoring
FD002,51,37,98,121.35353,FD002-51,23.353530883789062,low,low,True,normal monitoring
FD004,220,65,182,121.39027,FD004-220,-60.60973358154297,low,low,True,normal monitoring
FD002,204,41,121,121.59125,FD002-204,0.59124755859375,low,low,True,normal monitoring
FD001,87,56,116,121.67421,FD001-87,5.6742095947265625,low,low,True,normal monitoring
FD003,45,88,111,121.864914,FD003-45,10.864913940429688,low,low,True,normal monitoring
FD004,104,65,120,122.016045,FD004-104,2.0160446166992188,low,low,True,normal monitoring
FD004,169,34,179,122.022545,FD004-169,-56.977455139160156,low,low,True,normal monitoring
FD002,165,35,155,122.11674,FD002-165,-32.883262634277344,low,low,True,normal monitoring
FD002,122,29,145,122.16268,FD002-122,-22.837318420410156,low,low,True,normal monitoring
FD002,241,44,167,122.28839,FD002-241,-44.71160888671875,low,low,True,normal monitoring
FD004,204,19,151,122.32381,FD004-204,-28.676193237304688,low,low,True,normal monitoring
FD001,25,48,145,122.35115,FD001-25,-22.648849487304688,low,low,True,normal monitoring
FD004,156,28,133,122.40953,FD004-156,-10.590469360351562,low,low,True,normal monitoring
FD001,1,31,112,122.53528,FD001-1,10.5352783203125,low,low,True,normal monitoring
FD002,18,40,99,122.570854,FD002-18,23.57085418701172,low,low,True,normal monitoring
FD002,135,120,167,122.596504,FD002-135,-44.40349578857422,low,low,True,normal monitoring
FD001,2,49,98,122.597404,FD001-2,24.59740447998047,low,low,True,normal monitoring
FD003,63,137,117,122.61822,FD003-63,5.618217468261719,low,low,True,normal monitoring
FD001,88,68,115,122.65429,FD001-88,7.654289245605469,low,low,True,normal monitoring
FD003,65,79,115,122.700386,FD003-65,7.700386047363281,low,low,True,normal monitoring
FD002,28,23,138,122.74523,FD002-28,-15.254768371582031,low,low,True,normal monitoring
FD004,241,42,176,122.76094,FD004-241,-53.23905944824219,low,low,True,normal monitoring
FD003,47,56,137,122.78987,FD003-47,-14.210128784179688,low,low,True,normal monitoring
FD002,224,43,145,122.94337,FD002-224,-22.05663299560547,low,low,True,normal monitoring
FD004,186,47,142,123.153336,FD004-186,-18.846664428710938,low,low,True,normal monitoring
FD004,191,71,178,123.19885,FD004-191,-54.8011474609375,low,low,True,normal monitoring
FD004,141,19,130,123.25126,FD004-141,-6.748741149902344,low,low,True,normal monitoring
FD004,227,62,162,123.353004,FD004-227,-38.646995544433594,low,low,True,normal monitoring
FD002,34,52,173,123.40002,FD002-34,-49.59998321533203,low,low,True,normal monitoring
FD003,80,85,133,123.40552,FD003-80,-9.594482421875,low,low,True,normal monitoring
FD004,225,39,145,123.481575,FD004-225,-21.51842498779297,low,low,True,normal monitoring
FD003,97,95,123,123.603485,FD003-97,0.603485107421875,low,low,True,normal monitoring
FD004,228,126,189,123.73564,FD004-228,-65.26435852050781,low,low,True,normal monitoring
FD003,88,41,144,123.92399,FD003-88,-20.076011657714844,low,low,True,normal monitoring
FD004,245,63,131,124.01007,FD004-245,-6.98992919921875,low,low,True,normal monitoring
FD004,170,48,158,124.03114,FD004-170,-33.96885681152344,low,low,True,normal monitoring
FD003,91,56,81,124.12283,FD003-91,43.122833251953125,low,medium,False,normal monitoring
FD002,71,65,148,124.22112,FD002-71,-23.77887725830078,low,low,True,normal monitoring
FD003,61,78,129,124.25367,FD003-61,-4.746330261230469,low,low,True,normal monitoring
FD004,52,58,151,124.266174,FD004-52,-26.73382568359375,low,low,True,normal monitoring
FD004,144,34,162,124.41863,FD004-144,-37.58136749267578,low,low,True,normal monitoring
FD003,74,68,117,124.50685,FD003-74,7.5068511962890625,low,low,True,normal monitoring
FD002,233,40,153,124.546776,FD002-233,-28.453224182128906,low,low,True,normal monitoring
FD002,201,25,111,124.75084,FD002-201,13.750839233398438,low,low,True,normal monitoring
FD004,28,20,124,124.775505,FD004-28,0.7755050659179688,low,low,True,normal monitoring
FD003,37,47,145,124.806885,FD003-37,-20.193115234375,low,low,True,normal monitoring
FD002,83,21,146,124.8522,FD002-83,-21.147796630859375,low,low,True,normal monitoring
FD002,249,36,111,124.869194,FD002-249,13.869194030761719,low,low,True,normal monitoring
FD004,142,69,108,124.97353,FD004-142,16.973533630371094,low,low,True,normal monitoring
FD004,109,66,126,125.06489,FD004-109,-0.9351119995117188,low,low,True,normal monitoring
FD002,218,33,165,125.40266,FD002-218,-39.59734344482422,low,low,True,normal monitoring
FD004,10,23,162,125.407295,FD004-10,-36.59270477294922,low,low,True,normal monitoring
FD004,133,74,126,125.50676,FD004-133,-0.4932403564453125,low,low,True,normal monitoring
FD001,22,39,111,125.54584,FD001-22,14.54583740234375,low,low,True,normal monitoring
FD001,85,34,118,125.671394,FD001-85,7.671394348144531,low,low,True,normal monitoring
FD004,203,87,167,125.75123,FD004-203,-41.24877166748047,low,low,True,normal monitoring
FD001,78,72,107,125.7847,FD001-78,18.784698486328125,low,low,True,normal monitoring
FD004,229,20,120,125.84211,FD004-229,5.842109680175781,low,low,True,normal monitoring
FD002,223,29,151,125.94822,FD002-223,-25.051780700683594,low,low,True,normal monitoring
FD001,33,50,106,126.47576,FD001-33,20.47576141357422,low,low,True,normal monitoring
FD004,239,28,166,126.63933,FD004-239,-39.36067199707031,low,low,True,normal monitoring
FD004,19,24,194,126.781746,FD004-19,-67.21825408935547,low,low,True,normal monitoring
FD004,164,29,174,127.112946,FD004-164,-46.887054443359375,low,low,True,normal monitoring
FD004,76,48,163,127.32132,FD004-76,-35.678680419921875,low,low,True,normal monitoring
FD004,232,370,184,127.399315,FD004-232,-56.600685119628906,low,low,True,normal monitoring
FD002,101,38,106,127.51243,FD002-101,21.512428283691406,low,low,True,normal monitoring
FD004,246,29,194,127.87869,FD004-246,-66.12130737304688,low,low,True,normal monitoring
FD004,125,21,184,128.64368,FD004-125,-55.3563232421875,low,low,True,normal monitoring
